steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_reink	ppop0	G_reink0	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
2003	"ZG"	9288	321	47329	4366534	.4070729	.0414716	.5043424	19.15512	25.19545	31.48952	41.22704	45.31081	49.08622	57.20626	66.25938	76.52106	89.73553	98.0405	108.5729	146.7882	199.2119								92.25916	47329
2004	"ZG"	9578	292	47890	4529389	.4207776	.0440071	.5173147	18.40466	25.05704	31.3424	41.04948	45.13854	48.89161	56.90365	65.87266	76.42896	90.34846	98.81522	110.0062	149.258									94.579	47890
2005	"ZG"	9583	313	48598	4709150	.4277114	.047146	.5219731	18.4538	25.04984	31.37233	41.35022	45.54483	49.39855	57.53144	66.56171	77.2779	91.49553	100.2619	111.4011	152.5735									96.90007	48598
2006	"ZG"	10283	359	48402	4931592	.4390754	.0516316	.5373626	20.15562	25.8913	32.3213	42.1606	46.39579	50.52164	58.75557	68.02533	79.24174	93.79179	102.8142	114.5508	158.4791									101.8882	48402
2007	"ZG"	10082	402	49214	5360937	.4601381	.0571371	.5519299	20.1422	25.95608	32.71254	42.72063	46.95226	51.15227	60.01777	69.61072	81.41653	96.56961	106.2394	118.6911	165.5504									108.9311	49214
2008	"ZG"	10037	427	49640	5632027	.4678366	.0608442	.5573405	20.13738	26.21785	33.26893	43.6683	47.98505	52.25	61.27918	71.38656	83.41618	99.0807	108.786	121.6851	170.7352									113.4574	49640
2009	"ZG"	10251	428	49758	5520070	.4526038	.0611575	.5461124	20.00986	26.13267	33.19732	43.86944	48.24944	52.69016	61.99453	72.52988	84.73979	100.6773	110.4005	123.5783	172.9587									110.9383	49758
2010	"ZG"	10330	478	50231	5536940	.4492368	.0614917	.5431815	20.03535	25.99924	33.00786	43.8059	48.22752	52.67178	61.88941	72.49977	85.08288	101.1532	111.1283	124.3392	172.9362									110.2295	50231
1987.5	"ZH"			476046	2.51e+07	.3598887	.0135428	.3598887	11.02398	15.60006	19.2125	25.33587	27.87165	30.71322	36.13623	41.88455	48.40993	56.36139	61.19026	66.98692	89.95615	113.02	123.8251	140.1572	167.7842					52.71119	476046
1989.5	"ZH"			472844	2.72e+07	.362513	.017399	.362513	11.83275	16.99168	21.08794	27.59213	30.65708	33.34367	39.04821	45.29145	52.27147	60.99583	66.25381	72.64629	94.80122	125.1129	137.5949	156.0322	187.6272					57.54142	472844
1991.5	"ZH"			498448	3.14e+07	.3655086	.0211075	.3655086	14.07104	18.22177	22.74949	30.35778	33.37346	36.47989	42.53581	49.24825	57.05462	66.6367	72.46729	79.50474	103.7747	136.8596	150.3218	170.8959						62.99314	498448
1993.5	"ZH"			500993	3.49e+07	.3550169	.0244794	.3550169	15.93361	20.54169	25.91002	34.3041	37.87523	41.37505	48.07651	55.52814	64.13017	74.82813	81.30872	96.21573	115.0818	149.1523	163.4665	183.9175						69.75872	500993
1995.5	"ZH"	82918	39536	504002	3.59e+07	.3476352	.0217866	.4397991	16.37392	21.90693	27.18578	35.89431	39.53185	42.86914	49.77303	57.04484	65.63976	76.15949	82.59133	90.54044	116.3938	150.3368	165.108	186.3129						71.21452	504002
1997.5	"ZH"	103520	47829	501565	3.57e+07	.3443881	.02065	.4565524	16.85192	22.50737	27.59981	36.06849	39.67413	42.99061	50.00063	57.19157	65.69158	76.17242	82.63424	90.57396	116.812	150.5122	164.8335	185.326						71.23181	501565
1999	"ZH"	121314	20033	554596	4.11e+07	.3591224	.0238612	.4741487	17.54859	22.90176	28.00528	36.62943	40.34055	43.57436	50.61095	57.90641	66.47051	77.22851	83.90803	92.12788	120.5021	159.1329	174.8011	197.2986						74.11263	554596
2000	"ZH"	114698	15846	558087	4.30e+07	.3678876	.0271692	.4756517	17.68434	23.10646	28.51743	37.39868	41.16943	44.68535	51.78838	59.4757	68.27099	79.51187	86.54198	95.22264	125.4938	166.8585	183.5428							77.11553	558087
2001	"ZH"	111990	14506	581936	4.59e+07	.3655221	.0298202	.467918	18.50635	23.62241	29.32143	38.31587	42.0973	45.80876	53.00498	60.98905	70.18836	81.69461	89.01936	98.21042	130.051	173.147	190.2247							78.83531	581936
2002	"ZH"	116954	16302	588500	4.58e+07	.3573915	.0282201	.4639266	18.42866	23.60945	29.41626	38.50421	42.27549	45.97805	53.11288	61.06005	70.21306	81.70436	89.01403	98.02679	129.1233	170.4004	186.669							77.87784	588500
2003	"ZH"	120353	15638	593913	4.60e+07	.3553968	.0271439	.4640117	18.41561	23.84608	29.52777	38.4627	42.1782	45.85094	52.96744	60.8729	69.82685	81.3289	88.61011	97.59735	128.3677	168.5558	184.2937							77.4352	593913
2004	"ZH"	124761	15198	597065	4.66e+07	.3586912	.02813	.4695356	18.43178	23.80538	29.4588	38.41755	42.15329	45.83115	52.97778	60.92792	70.14413	81.735	89.15347	98.29486	129.8526	171.1665	187.2564							78.01155	597065
2005	"ZH"	126326	15237	601393	4.76e+07	.3661668	.0295471	.476195	18.4136	23.91875	29.45242	38.43444	42.18165	45.86483	53.02828	60.95436	70.17347	81.7744	89.29913	98.65271	131.2261	174.1728	190.8933							79.09647	601393
2006	"ZH"	136110	15251	598337	4.84e+07	.3665784	.0308082	.4839661	20.17431	24.77285	30.31433	39.40077	43.06401	46.74237	54.10011	62.14771	71.50111	83.41165	91.14378	100.7847	134.1885	178.2389	195.3444							80.8904	598337
2007	"ZH"	135886	18095	608135	5.09e+07	.3744017	.0344681	.4886594	20.19475	25.19821	30.73658	40.21397	43.84035	47.56922	55.25294	63.42485	73.09803	85.57152	93.52087	103.4629	138.7588	185.9932								83.72546	608135
2008	"ZH"	135490	17600	617546	5.26e+07	.3712649	.0369703	.4843901	20.19364	25.23863	30.94941	40.88957	44.83573	48.64228	56.44199	65.04698	75.02729	87.7929	96.05885	106.1555	142.8091	191.3661								85.11297	617546
2009	"ZH"	139758	18557	629163	5.37e+07	.3661782	.0368022	.4813808	20.23787	25.39801	31.17336	41.24071	45.33696	49.12437	57.0423	65.82568	76.09129	89.22536	97.71803	107.9393	144.2314	191.4566								85.40891	629163
2010	"ZH"	141836	18264	634925	5.47e+07	.3696847	.0380658	.4847798	20.21859	25.30783	31.07034	41.1985	45.29182	49.10524	57.1225	65.97194	76.39977	89.84848	98.48491	108.8621	145.8328	194.1341								86.13587	634925
